institution,codigo,name,classification,type,departamento,provincia,distrito,ubigeo,address,codigo_DISA,red,microred,category,phone,opening_hours,longitude,latitude
Gobierno Regional,5208,Club de Leones,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Trujillo,Trujillo,130101,Jirón Estete N° 411 Distrito Trujillo Provincia Trujillo Departamento la Libertad ,18,5,1,I-2,TEL: 044-234501,7:30- 1:30,-79.02496041,-8.10672808
Gobierno Regional,5200,Los Jardines,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,La libertad,Trujillo,Trujillo,130101,Jirón Paz Soldan N° 220 Urbanizacion los Jardines Distrito Trujillo Provincia Trujillo Departamento la Libertad ,18,5,1,I-3,TEL: (51) 44-576523,7:30 - 19:30,-79.02087539,-8.0944571
Essalud,11373,Ubap Centro de Atenci�N Primaria Iii Metropolitano,Policlinicos,Establecimiento de salud sin internamiento,La libertad,Trujillo,Trujillo,130101,Calle Francisco Adrianzen N° 326,18,0,0,Sin categoria,044-241859,8:00 - 20:00,-79.0197207,-8.1273035
Gobierno Regional,7277,Regional de Enfermedades Neoplasicas - Norte - Dr. Luis Pinillos Ganoza,Institutos de salud especializados,Establecimiento de salud con internamiento,La libertad,Trujillo,Trujillo,130101,Carretera Carretera Panamericana Norte Km 558 Distrito Trujillo Provincia Trujillo Departamento la Libertad ,18,0,0,III-2,TEL: 044-253161,8:00 - 14:00,-79.01947678,-8.13429073
Gobierno Regional,5199,Centro de Salud la Union,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,La libertad,Trujillo,Trujillo,130101,Avenida Santa N° 1021-El Molino Distrito Trujillo Provincia Trujillo Departamento la Libertad ,18,5,1,I-3,TEL: 044-221036,7:30 /  13:30 ,-79.01726399,-8.1002909
Gobierno Regional,5201,Aranjuez,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,La libertad,Trujillo,Trujillo,130101,Jirón Chiclayo N° 108 Distrito Trujillo Provincia Trujillo Departamento la Libertad ,18,5,1,I-3,TEL: 044-290031,7:30 - 19:30,-79.01385,-8.10482228
Gobierno Regional,5203,"Los Granados ""SAGRADO Corazon""",Centros de salud o centros medicos,Establecimiento de salud sin internamiento,La libertad,Trujillo,Trujillo,130101,Avenida Federico Villarreal 301 - Urb los Granados Distrito Trujillo Provincia Trujillo Departamento la Libertad ,18,5,1,I-3,TEL: 044-213017,7:30 - 19:30,-79.01337229,-8.09495116
Essalud,9042,Hospital Base Victor Lazarte Echegaray,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,La libertad,Trujillo,Trujillo,130101,Prolongacion Union 1350,18,0,0,III-1,044-214155,24 HORAS,-79.0120577,-8.0996179
Gobierno Regional,5204,Hospital de Especialidades Basicas la Noria,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,La libertad,Trujillo,Trujillo,130101,Avenida Blas Pascal N° 124 Urbanizacion la Noria Distrito Trujillo Provincia Trujillo Departamento la Libertad ,18,5,1,II-1,TEL: 044-317622,24 HORAS,-79.01030684,-8.10346913
Gobierno Regional,21226,Centro de Salud Mental Comunitaria El Porvenir,Centros medicos especializados,Establecimiento de salud sin internamiento,La libertad,Trujillo,Trujillo,130101,Otros Manuel Ubalde N° 679 Manuel Ubalde N° 679 Trujillo Trujillo la Libertad ,18,0,0,I-3,949167768,7:30AM - 19:30PM,-79.0086713,-8.08647308
Gobierno Regional,5202,El Bosque,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,La libertad,Trujillo,Trujillo,130101,Calle Calle Julia Codesido N° 1082 Distrito Trujillo Provincia Trujillo Departamento la Libertad ,18,5,1,I-4,TEL: 044-223463,24 HORAS,-79.0071627,-8.11303099
Gobierno Regional,21228,Centro de Salud Mental Comunitaria Trujillo Dra. Frida Alayza Coss�O,Centros medicos especializados,Establecimiento de salud sin internamiento,La libertad,Trujillo,Trujillo,130101,Avenida Cesar Vallejo/ Mz 45 Aa. Hh. Huerta Bella Cesar Vallejo/ Mz 45 Aa. Hh. Huerta Bella Trujillo Trujillo la Libertad ,18,0,0,I-3,956887011,7:30AM - 19:30PM,-79.00239931,-8.09018343
Gobierno Regional,5207,Pesqueda Iii,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Trujillo,Trujillo,130101,Avenida 5 de Abril Mz 4 Lote 22 Distrito Trujillo Provincia Trujillo Departamento la Libertad ,18,5,1,I-2,TEL: 044-216842,7:30 - 13:30,-79.00114805,-8.09879639
Gobierno Regional,5205,Pesqueda Ii,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Trujillo,Trujillo,130101,Avenida 5 de Abril Mz 12 Lote 1 Pesqueda Ii Distrito Trujillo Provincia Trujillo Departamento la Libertad ,18,5,1,I-2,TEL: 044-212867,7:30 - 13:30 ,-78.99904711,-8.09484848
Gobierno Regional,5206,Libertad,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Trujillo,Trujillo,130101,Otros Mz I Lote 1 - Urb Libertad Distrito Trujillo Provincia Trujillo Departamento la Libertad ,18,5,1,I-2,044-427658,7:30 - 13:30,-78.99467568,-8.09085289
Gobierno Regional,5242,Victor Larco,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,La libertad,Trujillo,Victor larco herrera,130111,Calle Calle Tacna N° 360-Buenos Aires Sur Distrito Victor Larco Herrera Provincia Trujillo Departamento la Libertad ,18,5,9,I-3,TEL: 044-287691,7:30 - 19:30,-79.05276465,-8.14235958
Gobierno Regional,5244,Buenos Aires Sur,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Trujillo,Victor larco herrera,130111,Jirón Lima N° 601 - Buenos Aires Sur Distrito Victor Larco Herrera Provincia Trujillo Departamento la Libertad ,18,5,9,I-2,TEL: 044-423646,7:30 - 13:30,-79.05059795,-8.14732205
Essalud,11659,Policlinico Victor Larco Herrera,Policlinicos,Establecimiento de salud sin internamiento,La libertad,Trujillo,Victor larco herrera,130111,Avenida Victor Larco N° 878 Vista Alegre,18,0,0,Sin categoria,044-218589,08:00 - 20:00,-79.0500666,-8.1376732
Gobierno Regional,5245,Liberacion Social,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,La libertad,Trujillo,Victor larco herrera,130111,Otros Mz. Q - 1 Liberacion Social Distrito Victor Larco Herrera Provincia Trujillo Departamento la Libertad ,18,5,9,I-3,TEL: : 044-328604,7:30 - 19:30,-79.04987749,-8.13133841
Gobierno Regional,5243,Hospital Distrital Vista Alegre,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,La libertad,Trujillo,Victor larco herrera,130111,Jirón Bernardo Alcedo N° 193 Distrito Victor Larco Herrera Provincia Trujillo Departamento la Libertad ,18,5,9,II-1,TEL: 044-281380,24 HORAS,-79.04842534,-8.13853166
Gobierno Regional,5246,Huaman,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Trujillo,Victor larco herrera,130111,Avenida 28 de Julio N° 787 Caserio Huaman Distrito Victor Larco Herrera Provincia Trujillo Departamento la Libertad ,18,5,9,I-2,TEL: 044-328446,7:30 - 1:30,-79.03998443,-8.13863792
Privado,23794,Ciabu,,Establecimiento de salud sin internamiento,La libertad,Trujillo,Victor larco herrera,130111,Calle los Girasoles Numero 274 Urbanizacion Santa Edelmira Distrito Victor Larco Herrera Provincia Trujillo Departamento la Libertad ,18,0,0,I-3,044-630978,9:00 am - 8:00 pm,-77.0427934,-12.046374
Gobierno Regional,5258,Puente Chao,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,La libertad,Viru,Chao,131202,Avenida Alan Garcia S/N Numero S/N Distrito Chao Provincia Viru Departamento la Libertad ,18,6,2,I-3,TEL: 044704754,24 HORAS,-78.68143606,-8.5422993
Gobierno Regional,7457,Nuevo Chao,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Viru,Chao,131202,"Otros Mz. I, Lote 02-Nuevo Chao Distrito Chao Provincia Viru Departamento la Libertad ",18,6,2,I-1,44371269,07:30 - 19:30,-78.67984014,-8.51244253
Essalud,12117,Cap I Chao,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Viru,Chao,131202,Avenida Panamericana 555,18,0,0,Sin categoria,044-,8:00 - 14:00,-78.6791979,-8.5370642
Gobierno Regional,5260,Buena Vista,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Viru,Chao,131202,Otros Buena Vista Distrito Chao Provincia Viru Departamento la Libertad ,18,6,2,I-2,TEL: 044371269,07:30 - 13:30,-78.63143683,-8.48009743
Gobierno Regional,5259,Santa Rita,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Viru,Chao,131202,Otros Caserio Santa Rita Distrito Chao Provincia Viru Departamento la Libertad ,18,6,2,I-1,44371269,07:30 - 13:30,-78.54909613,-8.48593917
Gobierno Regional,6769,Tanguche,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Viru,Chao,131202,San Francisco S/N,18,6,2,I-1,TEL: 044-830506,8:00 - 2:00,-78.52009633,-8.74588238
Gobierno Regional,5261,Chorobal,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Viru,Chao,131202,Otros Caserio Chorobal Distrito Chao Provincia Viru Departamento la Libertad ,18,6,2,I-1,44371269,7:30 - 13:30,-78.48040137,-8.43475868
Gobierno Regional,5262,Guadalupito,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,La libertad,Viru,Guadalupito,131203,Calle Jerusalen N° 11,18,6,2,I-3,044-610402,8:00 AM - 8:00 PM,-78.62486418,-8.95249529
Gobierno Regional,5257,Puerto Morin,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Viru,Viru,131201,Otros Mz.  12  Lote 2 Distrito Viru Provincia Viru Departamento la Libertad ,18,6,1,I-1,044-371269,7:30 - 13:30,-78.89560614,-8.4035853
Gobierno Regional,5255,El Carmelo,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,La libertad,Viru,Viru,131201,Otros Jose Hernandez de Aguero S/N Numero S/N Distrito Viru Provincia Viru Departamento la Libertad ,18,6,1,I-3,44371269,07:30 - 13:30,-78.86626848,-8.46648318
Gobierno Regional,9689,Huancaquito Bajo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Viru,Viru,131201,Otros Barrio El Progreso Distrito Viru Provincia Viru Departamento la Libertad ,18,6,1,I-1,44371269,07:30 - 13:30,-78.84787104,-8.46761266
Gobierno Regional,16609,Santa Elena,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Viru,Viru,131201,Avenida Victor Raul Mz.2 Lote 6 Distrito Viru Provincia Viru Departamento la Libertad ,18,6,1,I-2,44371269,07:30 - 13:30,-78.8308437,-8.43229363
Gobierno Regional,6827,Victor Raul Haya de la Torre,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,La libertad,Viru,Viru,131201,Otros Victor Raul Parte Baja Mz. 1 Lote 2 Distrito Viru Provincia Viru Departamento la Libertad ,18,6,1,I-3,044-371088,8:00 AM - 8:00 PM,-78.82292712,-8.40547544
Gobierno Regional,21225,Mental Comunitaria Viru,Centros medicos especializados,Establecimiento de salud sin internamiento,La libertad,Viru,Viru,131201,Otros Mz N/Lt 23/ Sector Nuevo Victor Raul Distrito Viru Provincia Viru Departamento la Libertad ,18,0,0,I-3,231515,7:30AM - 7.30 PM,-78.82199008,-8.40451046
Gobierno Regional,5252,Huancaquito Alto,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Viru,Viru,131201,Otros Huancaquito Alto S/N Numero S/N Distrito Viru Provincia Viru Departamento la Libertad ,18,6,1,I-1,44371269,07:30 - 13:30,-78.8181228,-8.44758178
Gobierno Regional,5253,California,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,La libertad,Viru,Viru,131201,Otros Caklle Tupac Amaru Mz. E Lote 5 Distrito Viru Provincia Viru Departamento la Libertad ,18,6,1,I-3,044-371269,07:30 - 13:30,-78.8078677,-8.40943349
Gobierno Regional,5251,Provincial de Viru,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,La libertad,Viru,Viru,131201,Calle Sucre N° 799,18,6,1,II-1,044-641088,24 HORAS,-78.75028703,-8.41499745
Gobierno Regional,5256,El Niño,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Viru,Viru,131201,Otros El Niño S/N Numero S/N Distrito Viru Provincia Viru Departamento la Libertad ,18,6,1,I-2,44371269,07:30 - 13:30,-78.67919934,-8.37955759
Gobierno Regional,5254,Huacapongo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,La libertad,Viru,Viru,131201,Huacapongo Centro,18,6,1,I-2,044-677083,8:00 - 20:00,-78.65343774,-8.37444948
Essalud,11841,Centro Medico Cayalti,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Cayalti,140116,Avenida 9 de Octubre 200,19,0,0,I-3,074-421238,08:00   - 20:00,-79.5609333,-6.8908061
Gobierno Regional,6722,Cayalti,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Cayalti,140116,Calle Calle San Jose S/N - El Palmo Numero S/N Distrito Cayalti Provincia Chiclayo Departamento Lambayeque ,19,1,8,I-3,# 965604584,7:30   -    19:30,-79.55772833,-6.88881333
Gobierno Regional,4358,Guayaquil,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Cayalti,140116,Otros Centro Poblado Guayaquil Distrito Cayalti Provincia Chiclayo Departamento Lambayeque ,19,1,8,I-1,979934693,7.30 - 13.30,-79.49052279,-6.91125435
Gobierno Regional,4323,Cruz de la Esperanza,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Avenida Isabel la Catolica,19,1,1,I-2,074-200751,7.30 - 13.30,-79.87475667,-6.76895167
Gobierno Regional,4324,Cerropon,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Calle Santa Catalina N° 151,19,1,1,I-3,074 - 455329,24 HORAS,-79.86825167,-6.78008667
Gobierno Regional,4322,Jose Quiñonez Gonzales,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Tumbes Y Sargento Lores S/N,19,1,1,I-2,074-200714 / 074-200803,7.30 - 19.30,-79.86761375,-6.77126101
Gobierno Regional,10094,Umaepe - Unidad Movil de Atencion Especializada A Pablacion Excluida,"Patologia clinica,diagnostico por imagenes",Servicio medico de apoyo,Lambayeque,Chiclayo,Chiclayo,140101,Avenida Salaverry N° 1610,19,1,0,Sin categoria,074-201896,12 HORAS,-79.864611,-6.768827
Gobierno Regional,11875,Laboratorio de Referencia Regional en Salud Publica,Patologia clinica,Servicio medico de apoyo,Lambayeque,Chiclayo,Chiclayo,140101,Avenida Salaverry 1610,19,0,0,Sin categoria,074-202575,7:30AM - 7:30 PM,-79.86455167,-6.76898333
Gobierno Regional,11470,Hospital Regional Lambayeque,Hospitales o clinicas de atencion especializada,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Via de Evitamiento Panamericana Norte Y Avenida El Progreso S/N (PROVINCIA Chiclayo),19,0,0,III-1,074-437405,24 HORAS,-79.863203,-6.761813
Essalud,8836,Policlinico Chiclayo Oeste,Policlinicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Carretera Juan Tomis Stack # 180 Urb. Santa Elena Carretera A Pimentel Distrito Chiclayo Provincia Chiclayo Departamento Lambayeque ,19,3,0,Sin categoria,074-206959,06:00 - 19:30,-79.862752,-6.771262
Gobierno Regional,4321,Tupac Amaru,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Calle  Cajamarca N° 376,19,1,1,I-3,074-490360 / 074 - 490359,7:30 - 19:30,-79.85404,-6.76699167
Gobierno Regional,4318,Jose Olaya,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Avenida Salaverry N° 317-319 Distrito Chiclayo Provincia Chiclayo Departamento Lambayeque ,19,1,1,I-4,074-231201,24 HORAS,-79.85336833,-6.77050833
Sanidad de la Policia Nacional del Peru,11833,Hospital Regional Pnp Chiclayo,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Federico Villarreal N°245 Urb los Parques-Chiclayo,19,0,0,Sin categoria,074-229683,07:30 - 13:30       ,-79.84668833,-6.772645
Privado,8750,Clinica del Pac�Fico S.A.,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Avenida Jose Leonardo Ortiz N° 420,19,0,0,II-2,074-209039,24 HORAS,-79.84571167,-6.77503
Gobierno Regional,4317,Hospital Regional Docente Las Mercedes,Hospitales o clinicas de atencion especializada,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Avenida Luis Gonzales N° 635,19,1,0,II-2,074-238232 / 927308497 / RPM # 896737,24 HORAS,-79.84282667,-6.77254167
Essalud,8835,Hospital I Naylamp,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Bolognesi 200,19,0,0,Sin categoria,074-227980,8:00  -  20:00,-79.84251333,-6.77602833
Essalud,21333,Modulo Basico de Rehabilitacion,"Medicina fisica,rehabilitacion",Servicio medico de apoyo,Lambayeque,Chiclayo,Chiclayo,140101,Calle Vicente de la Vega 1348,19,0,0,Sin categoria,074-273840,8:00 - 15:00,-79.8339186,-6.7707329
Essalud,8577,Hospital Nacional Almanzor Aguinaga Asenjo,Hospitales o clinicas de atencion especializada,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Plaza de la Seguridad Social S/N,19,0,0,III-1,074-237776,24 HORAS,-79.83079167,-6.773685
Gobierno Regional,4319,San Antonio,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Calle Amazonas N° 1005,19,1,1,I-3,074-226849 / 074-490401,7:30 - 13:30 / 13:30,-79.82880764,-6.76611513
Gobierno Regional,4320,Jorge Chavez,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Chiclayo,140101,Calle Indoamerica S/N,19,1,1,I-3,074-435520,7:30   -   19:30,-79.82111428,-6.76485798
Gobierno Regional,4326,Pampa Grande,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Chongoyape,140102,"Calle 08-Garcilazo de la Veaga S/N Mz. 85, Lote 1 -  Pampa Grande",19,1,3,I-3,074-794675,7:30   -   13:30,-79.48157833,-6.75191667
Gobierno Regional,7023,Las Colmenas,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Chongoyape,140102,Cas.Las Colmenas,19,1,3,I-1,#965810449,7.30 - 13.30,-79.40797833,-6.61664667
Gobierno Regional,4325,Victor Enrique Tirado Bonilla,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Chongoyape,140102,Calle:Los  Andes N° 1120,19,1,3,I-3,074-433051,24 HORAS,-79.38460167,-6.64272667
Gobierno Regional,4353,Ciudad Eten,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Eten,140103,Calle Manuel Bonilla N° 899,19,1,10,I-3,074-311064,7.30 - 19.30,-79.859655,-6.90803667
Gobierno Regional,4354,Puerto Eten,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Eten puerto,140104,Calle Sucre S/N Cuadra 2,19,1,10,I-2,074-456018,7.30 - 13.30,-79.86806333,-6.924485
Gobierno Regional,4333,Paul Harris,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Jose leonardo ortiz,140105,Calle Puerto Rico N° 1999,19,1,2,I-3,074-265111 / 074-266097 / 074-266093,24 HORAS,-79.85149833,-6.75076
Gobierno Regional,4335,Santa Ana,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Jose leonardo ortiz,140105,Calle San Martin N° 265,19,1,2,I-2,074-495894,7.30 - 13.30,-79.84734696,-6.74971837
Gobierno Regional,4334,Culpon,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Jose leonardo ortiz,140105,Avenida Victor Andres Belaunde S/N,19,1,2,I-2,074-329771,7:30 - 13:30,-79.84600646,-6.74744382
Gobierno Regional,4331,Jose Leonardo Ortiz,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,Jose leonardo ortiz,140105,Calle Calle Husares de Junin N° 1295 Distrito Jose Leonardo Ortiz Provincia Chiclayo Departamento Lambayeque ,19,1,2,I-3,74437884,24 HORAS,-79.83792188,-6.75247115
Essalud,8831,"Centro de Atencion Primaria Iii ""MANUEL Manrrique Nevado""",Policlinicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Jose leonardo ortiz,140105,Calle Conquista 464-470,19,0,0,I-3,074-254782,24 HORAS,-79.8366956,-6.7597307
Gobierno Regional,7183,Villa Hermosa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Jose leonardo ortiz,140105,"Los Higos N° 298 - Mz. ""A""   Lote 17",19,1,2,I-2,074-495891 / 074-329536,7:30 - 18.30,-79.82767,-6.75190833
Gobierno Regional,4332,Pedro Pablo Atusparias,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Jose leonardo ortiz,140105,Pedro Pablo Atusparia N° 460,19,1,2,I-3,074-328700 / 074 - 328717 /  074-328762,24 HORAS,-79.8272092,-6.75740074
Gobierno Regional,7410,Antonio Raymondi,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,La victoria,140106,Calle Las Leyendas S/N Pueblo Joven Antonio Raymondi,19,1,5,I-2,074-217218,7:30   -   13:30,-79.84630848,-6.80464635
Gobierno Regional,4327,La Victoria Sector I,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,La victoria,140106,Calle Viru S/N,19,1,5,I-2,074-205295,7.30   -    19:30,-79.84484,-6.79329667
Essalud,8833,Carlos Castañeda Iparraguirre,Policlinicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,La victoria,140106,Inca Yupanqui 1020 la Victoria.,19,0,0,I-3,074-214601,24 HORAS,-79.8421153,-6.798765
Gobierno Regional,4329,El Bosque,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,La victoria,140106,Calle Calle  Lloque  Yupanqui N° 1749 Distrito la Victoria Provincia Chiclayo Departamento Lambayeque ,19,1,5,I-4,074-217489,24 HORAS,-79.83654026,-6.80196608
Gobierno Regional,4328,La Victoria Sector Ii - Maria Jesus,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,La victoria,140106,Calle Paul Harris N° 1198,19,1,5,I-3,074-493219 / #979940159,7:30 - 19:30,-79.83250767,-6.79466548
Gobierno Regional,4330,Chosica del Norte,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,La victoria,140106,Calle Cesar Vallejos S/N,19,1,5,I-3,#995969592,7:30    -     13:30,-79.83045984,-6.83884948
Gobierno Regional,4361,Lagunas,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Lagunas,140107,Caserio Lagunas,19,1,9,I-1,979830615,7.30 - 13.30,-79.73957167,-7.05553833
Gobierno Regional,4362,Tupac Amaru,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Lagunas,140107,Tupac Amaru  S/N,19,1,9,I-2,978868859,7:30 - 13:30,-79.692355,-7.036365
Gobierno Regional,4363,Pueblo Libre,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Lagunas,140107,Calle Pueblo Libre S/N,19,1,9,I-1,979905945,7.30 - 13.30,-79.66459167,-6.99356667
Gobierno Regional,4360,Mocupe Nuevo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Lagunas,140107,Avenida Panamericana N° 765,19,1,9,I-2,962887764 / 957544433,7.30 - 13.30,-79.65087333,-6.97964333
Gobierno Regional,4359,Mocupe Tradicional,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Lagunas,140107,Jirón Bolognesi N° 228,19,1,9,I-2,#978837437,7:30    -    13:30,-79.62126833,-6.98965667
Gobierno Regional,4352,Valle Hermoso,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Monsefu,140108,Otros Caserio Valle Hermoso Distrito Monsefu Provincia Chiclayo Departamento Lambayeque ,19,1,10,I-1,945289898,7:30   -    13:30,-79.88812833,-6.85511333
Gobierno Regional,4351,Pomape,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Monsefu,140108,Otros Caserio Pomape Distrito Monsefu Provincia Chiclayo Departamento Lambayeque ,19,1,10,I-1,961543518,7:30   -    13:30,-79.872435,-6.85386667
Gobierno Regional,4349,Monsefu,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,Monsefu,140108,Avenida Quiñones N° 110 Distrito Monsefu Provincia Chiclayo Departamento Lambayeque ,19,1,10,I-4,074411329/074 411312,24 HORAS,-79.87104333,-6.87306333
Gobierno Regional,4350,Callanca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Monsefu,140108,Calle Calle: Real S/N Callanca/Monsefu Numero S/N Distrito Monsefu Provincia Chiclayo Departamento Lambayeque ,19,1,10,I-2,#964004562,7.30  - 13.30,-79.81092167,-6.84117167
Gobierno Regional,4365,La Vi�A de Nueva Arica,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Nueva arica,140109,Otros Caserio la Viña Distrito Nueva Arica Provincia Chiclayo Departamento Lambayeque ,19,1,12,I-1,97728998,07:30   -    13:30,-79.45992167,-6.89839667
Gobierno Regional,4364,Nueva Arica,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Nueva arica,140109,Otros Ruperto Baca Cuadra 2 Distrito Nueva Arica Provincia Chiclayo Departamento Lambayeque ,19,1,12,I-2,992462165,7:30 - 13:30,-79.340632,-6.87273376
Gobierno Regional,17875,La Compuerta,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Oyotun,140110,Centro Poblado la Compuerta,19,1,12,I-2,999393187,7:30 - 13:30,-79.35266,-6.84978667
Gobierno Regional,4366,Oyotun,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Oyotun,140110,Calle Calle Alfonso Ugarte S/N Numero S/N Distrito Oyotun Provincia Chiclayo Departamento Lambayeque ,19,1,12,I-3,#945979876,7:30   -    19:30,-79.30032517,-6.84628516
Gobierno Regional,4368,Pan de Azucar,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Oyotun,140110,Otros Caserio Pan de Azucar - Oyotun Distrito Oyotun Provincia Chiclayo Departamento Lambayeque ,19,1,12,I-1,985765545,7:30  -  13:30,-79.270125,-6.78719667
