institucion,codigo,nombre _establecimiento,clasificacion,tipo,departamento,provincia,distrito,ubigeo,direccion,codigo_DISA,codigo_red,codigo_microrred,categoria,telefono,horario,longitude,latitude
GOBIERNO REGIONAL,3863,ANTACCOCHA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,90101,CARRETERA CARRETERA HUANCAVELICA - HUANCAYO KM. 9 CARRETERA HUANCAVELICA - HUANCAYO KM. 9 HUANCAVELICA HUANCAVELICA HUANCAVELICA ,13,1,11,I-1,TEL: 967718348,8:00 - 18:00,-74.91752884,-12.75257331
GOBIERNO REGIONAL,4081,SAN MIGUEL DE HUALLHUA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,AHUAYCHA,90704,PLAZA SAN MIGUEL DE HUALLHUA S/N - ENTRE LA PLAZA PRINCIPAL Y EL COMPLEJO DEPORTIVO S/N SAN MIGUEL DE HUALLHUA S/N - ENTRE LA PLAZA PRINCIPAL Y EL COMPLEJO DEPORTIVO AHUAYCHA TAYACAJA HUANCAVELICA ,13,3,7,I-2,987831807,8:00 - 20:00,-74.91676,-12.31163
GOBIERNO REGIONAL,3878,PUCACCOCHA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,CARRETERA CARRETERA HUANCAYO - HUANCAVELICA CARRETERA HUANCAYO - HUANCAVELICA ACORIA HUANCAVELICA HUANCAVELICA ,13,1,3,I-1,NULL,6 HORAS,-74.91100703,-12.68545901
GOBIERNO REGIONAL,4082,TUPAC AMARU,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,AHUAYCHA,90704,PLAZA PLAZA PRINCIPAL S/N - TUPAC AMARU S/N PLAZA PRINCIPAL S/N - TUPAC AMARU AHUAYCHA TAYACAJA HUANCAVELICA ,13,3,7,I-1,998556747,7:00 - 19:00,-74.90734,-12.48152
GOBIERNO REGIONAL,19140,SACHAPITE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,JIRON JR. SILLANA S/N - SACHAPITE S/N JR. SILLANA S/N - SACHAPITE YAULI HUANCAVELICA HUANCAVELICA ,13,1,11,I-1,NULL,8:00 - 14:00,-74.90519525,-12.73829912
GOBIERNO REGIONAL,7393,PARIACC,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,PICHOS,90722,JIRON JR. VICTOR JACOBI GALAN S/N PARIACC S/N JR. VICTOR JACOBI GALAN S/N PARIACC HUARIBAMBA TAYACAJA HUANCAVELICA ,13,3,2,I-1,993461463,8:00 - 20:00,-74.90516992,-12.2307207
GOBIERNO REGIONAL,7396,LLAMACANCHA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,ACRAQUIA,90703,AVENIDA AV. HUANCAYO S/N S/N AV. HUANCAYO S/N ACRAQUIA TAYACAJA HUANCAVELICA ,13,3,7,I-1,998556747,8:00 - 20:00,-74.90496094,-12.41331055
GOBIERNO REGIONAL,4077,ACRAQUIA,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,ACRAQUIA,90703,AVENIDA AV. CARRETERA PRINCIPAL S/N - ACRAQUIA S/N AV. CARRETERA PRINCIPAL S/N - ACRAQUIA ACRAQUIA TAYACAJA HUANCAVELICA ,13,3,7,I-3,993479612,7:00 - 19:00,-74.90496,-12.41331
GOBIERNO REGIONAL,3877,CCACCASIRI,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,OTROS JUAN VELASCO ALVARADO S/N S/N JUAN VELASCO ALVARADO S/N ACORIA HUANCAVELICA HUANCAVELICA ,13,1,3,I-1,TEL: 067-715117 ,24 HORAS,-74.90325694,-12.60972336
GOBIERNO REGIONAL,4075,SANTIAGO DE TUCUMA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,PAMPAS,90701,AVENIDA AV. TAYACAJA S/N - TUCUMA S/N AV. TAYACAJA S/N - TUCUMA PAMPAS TAYACAJA HUANCAVELICA ,13,3,8,I-2,993462595,8:00 - 20:00,-74.89812,-12.31181
GOBIERNO REGIONAL,11209,LAIMINA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,AVENIDA AV. 28 DE JULIO S/N S/N AV. 28 DE JULIO S/N ACORIA HUANCAVELICA HUANCAVELICA ,13,1,3,I-1,NULL,8:00 - 20:00,-74.89708678,-12.65956675
GOBIERNO REGIONAL,4080,AHUAYCHA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,AHUAYCHA,90704,AVENIDA AV. MANCHEGO MUÑOZ S/N - AHUAYCHA FRENTE AL COLEGIO S/N AV. MANCHEGO MUÑOZ S/N - AHUAYCHA FRENTE AL COLEGIO AHUAYCHA TAYACAJA HUANCAVELICA ,13,3,7,I-2,967909025,8:00 - 19:00,-74.89153722,-12.40385032
GOBIERNO REGIONAL,3875,LOS ANGELES DE CCARAHUASA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,OTROS CENTRO POBLADO LOS ANGELES DE CCARAHUASA CENTRO POBLADO LOS ANGELES DE CCARAHUASA ACORIA HUANCAVELICA HUANCAVELICA ,13,1,3,I-1,NULL,12 HORAS,-74.88712566,-12.71141639
GOBIERNO REGIONAL,3876,HUANASPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,JIRON JR. LIMA N° 205 JR. LIMA N° 205 ACORIA HUANCAVELICA HUANCAVELICA ,13,1,3,I-2,TEL: 967722236 ,8:00AM - 20:00PM - 2,-74.88546211,-12.66983351
GOBIERNO REGIONAL,3870,LIRIO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,OTROS UNION LINO S/N S/N UNION LINO S/N ACORIA HUANCAVELICA HUANCAVELICA ,13,1,7,I-1,NULL,8:00 - 20:00,-74.8850243,-12.57878979
GOBIERNO REGIONAL,4112,HUAYARQUI,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,HUARIBAMBA,90709,OTROS BUENOS AIRES S/N S/N BUENOS AIRES S/N HUARIBAMBA TAYACAJA HUANCAVELICA ,13,3,8,I-1,993463149,8:00 - 19:00,-74.88242,-12.25277
GOBIERNO REGIONAL,4046,INGAHUASI,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUAYTARA,PILPICHACA,90607,OTROS C.P. INGAHUASI A 32 KMS DE LA VIA LIBERTADORES C.P. INGAHUASI A 32 KMS DE LA VIA LIBERTADORES PILPICHACA HUAYTARA HUANCAVELICA ,13,7,4,I-2,067-812740,8:00 - 20:00,-74.87339,-13.35257
GOBIERNO REGIONAL,3871,CONCHAN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,OTROS INTI HUATANA S/N S/N INTI HUATANA S/N ACORIA HUANCAVELICA HUANCAVELICA ,13,1,7,I-1,NULL,8:00AM - 20:00PM,-74.87220131,-12.54817906
GOBIERNO REGIONAL,3867,CHAYNAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,OTROS CHAYNAPAMPA CHAYNAPAMPA ACORIA HUANCAVELICA HUANCAVELICA ,13,1,7,I-1,#951849759,8:00AM - 20PM,-74.87101671,-12.61335098
GOBIERNO REGIONAL,11202,PAMPAHUASI,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,ANGARAES,LIRCAY,90301,CARRETERA CARRETERA PAMPAHUASI S/N S/N CARRETERA PAMPAHUASI S/N LIRCAY ANGARAES HUANCAVELICA ,13,4,1,I-1,NO EXISTE,8:00 - 14:00,-74.86929498,-13.10738861
GOBIERNO REGIONAL,4122,SAN ISIDRO DE ACOBAMBA,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,90716,OTROS SAN ISIDRO DE ACOBAMBA S/N S/N SAN ISIDRO DE ACOBAMBA S/N SAN MARCOS DE ROCCHAC TAYACAJA HUANCAVELICA ,13,3,4,I-3,993466091,8:00 - 20:00,-74.86927368,-12.08173782
GOBIERNO REGIONAL,7343,ATALLA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,OTROS VILLA HERMOSA S/N S/N VILLA HERMOSA S/N YAULI HUANCAVELICA HUANCAVELICA ,13,1,2,I-2,#951825772,8:00 - 14:00,-74.86912313,-12.76398195
GOBIERNO REGIONAL,4074,HOSPITAL DE PAMPAS,HOSPITALES O CLINICAS DE ATENCION GENERAL,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,HUANCAVELICA,TAYACAJA,PAMPAS,90701,JIRON BOLIVAR S/N S/N JR. BOLIVAR S/N PAMPAS TAYACAJA HUANCAVELICA ,13,3,9,II-1,990003432,24 HORAS,-74.86732,-12.39571
GOBIERNO REGIONAL,3874,ACHAPATA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,CARRETERA CARRETERA PRINCIPAL ACORIA ACHAPATA S/N S/N CARRETERA PRINCIPAL ACORIA ACHAPATA S/N ACORIA HUANCAVELICA HUANCAVELICA ,13,1,3,I-1,CEL. 067-967715056,12 HORAS,-74.86500688,-12.70239103
GOBIERNO REGIONAL,3864,ACORIA,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,JIRON JR. 9 DE DICIEMBRE N° 511 JR. 9 DE DICIEMBRE N° 511 ACORIA HUANCAVELICA HUANCAVELICA ,13,1,7,I-3,1991169112,8:00 - 18:00,-74.86302086,-12.64286127
GOBIERNO REGIONAL,4123,SAN MARCOS DE ROCCHACC,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,90716,PARQUE SAN MARCOS DE ROCCHACC S/N - FRENTE AL PARQUE S/N SAN MARCOS DE ROCCHACC S/N - FRENTE AL PARQUE SAN MARCOS DE ROCCHAC TAYACAJA HUANCAVELICA ,13,3,4,I-1,967909036,8:00 - 20:00,-74.86296729,-12.09458438
GOBIERNO REGIONAL,3883,UCHCUS - INCA�AN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,OTROS CENTRO POBLADO UCHCUS - INCA�AN S/N S/N CENTRO POBLADO UCHCUS - INCA�AN S/N YAULI HUANCAVELICA HUANCAVELICA ,13,1,2,I-2,#944688119,8:00 - 20:00,-74.86257037,-12.73637771
GOBIERNO REGIONAL,7210,MONTECOLPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,90716,AVENIDA AV. 28 DE JULIO S/N CALLE PRINCIPAL A UNA CUADRA DE LA PLAZA S/N AV. 28 DE JULIO S/N CALLE PRINCIPAL A UNA CUADRA DE LA PLAZA SAN MARCOS DE ROCCHAC TAYACAJA HUANCAVELICA ,13,3,4,I-1,967909023,8:00 - 20:00,-74.86086111,-12.12419677
GOBIERNO REGIONAL,7454,CHACARILLA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,OTROS CPM. NUEVA JERUSALEN DE CHACARILLA S/N S/N CPM. NUEVA JERUSALEN DE CHACARILLA S/N YAULI HUANCAVELICA HUANCAVELICA ,13,1,2,I-1,#944687865,8:00 - 16:00,-74.86062766,-12.75251943
GOBIERNO REGIONAL,4076,SOCORRO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,PAMPAS,90701,CARRETERA SOCORRO S/N - AL PIE DE LA CARRETERA CERCA AL COMPLEJO DEPORTIVO S/N SOCORRO S/N - AL PIE DE LA CARRETERA CERCA AL COMPLEJO DEPORTIVO PAMPAS TAYACAJA HUANCAVELICA ,13,3,7,I-2,067-456216,8:00 - 20:00,-74.85337,-12.4822
GOBIERNO REGIONAL,3879,YAULI,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,JIRON JR. BOLOGNESI S/N S/N JR. BOLOGNESI S/N YAULI HUANCAVELICA HUANCAVELICA ,13,1,2,I-4,#950684343,7:00 - 19:00 / 24 HO,-74.84953908,-12.77288895
GOBIERNO REGIONAL,3866,ANTAYMISA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,AVENIDA AV. PRINCIPAL S/N - COMUNIDAD ANTAYMISA ACORIA S/N AV. PRINCIPAL S/N - COMUNIDAD ANTAYMISA ACORIA ACORIA HUANCAVELICA HUANCAVELICA ,13,1,7,I-1,NULL,8:00 - 20:00,-74.84793513,-12.68568922
GOBIERNO REGIONAL,4083,DANIEL HERNANDEZ,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,90706,AVENIDA AV. PERU S/N PAMPA BLANCA S/N AV. PERU S/N PAMPA BLANCA DANIEL HERNANDEZ TAYACAJA HUANCAVELICA ,13,3,8,I-3,993461531,09:00 18:00,-74.84373098,-12.36589408
GOBIERNO REGIONAL,11769,YANAUTUTO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,ANGARAES,LIRCAY,90301,OTROS COMUNIDAD DE YANAUTUTO COMUNIDAD DE YANAUTUTO LIRCAY ANGARAES HUANCAVELICA ,13,4,1,I-1,980088604,8:00 - 18:00,-74.84115036,-12.98368936
GOBIERNO REGIONAL,11188,SANTA CRUZ DE INYACC,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,HUARIBAMBA,90709,OTROS SANTA CRUZ DE INYACC S/N S/N SANTA CRUZ DE INYACC S/N HUARIBAMBA TAYACAJA HUANCAVELICA ,13,3,8,I-1,993463596,8:00 - 20:00,-74.841109,-12.2717977
GOBIERNO REGIONAL,7327,CASAY OCOBAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,PAMPAS,90701,OTROS BARRIO VISTA ALEGRE S/N - CASAY OCOBAMBA S/N BARRIO VISTA ALEGRE S/N - CASAY OCOBAMBA PAMPAS TAYACAJA HUANCAVELICA ,13,3,7,I-1,067 812691,7:00 - 20:00,-74.83534961,-12.45453906
GOBIERNO REGIONAL,3881,SANTA ROSA DE PACHACCLLA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,OTROS CENTRO POBLADO PACHACCLLA CENTRO POBLADO PACHACCLLA YAULI HUANCAVELICA HUANCAVELICA ,13,1,11,I-2,NO EXISTE,8.00AM - 8:00PM,-74.83510137,-12.86758138
GOBIERNO REGIONAL,7406,PALTAMACHAY,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,PLAZA PLAZA PRINCIPAL CENTRO POBLADO DE PALTAMACHAY PLAZA PRINCIPAL CENTRO POBLADO DE PALTAMACHAY YAULI HUANCAVELICA HUANCAVELICA ,13,1,2,I-1,#944687567,8:00 - 14:00,-74.83476699,-12.78800248
GOBIERNO REGIONAL,12641,TACSANA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,AVENIDA AV. 23 DE DICIEMBRE S/N - TACSANA S/N AV. 23 DE DICIEMBRE S/N - TACSANA YAULI HUANCAVELICA HUANCAVELICA ,13,1,2,I-1,#951847163,8:00 - 14:00,-74.83446422,-12.76865702
GOBIERNO REGIONAL,7341,LLAHUECC,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,OTROS COMUNIDAD CAMPESINA LLAHUECC COMUNIDAD CAMPESINA LLAHUECC ACORIA HUANCAVELICA HUANCAVELICA ,13,1,7,I-1,#944687813,8:00 - 20:00,-74.83356398,-12.66293628
GOBIERNO REGIONAL,16016,SILVA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,PASAJE PSJ. SILVA CENTRO S/N S/N PSJ. SILVA CENTRO S/N ACORIA HUANCAVELICA HUANCAVELICA ,13,1,7,I-1,NULL,8:00 - 14:00,-74.8325868,-12.68829153
GOBIERNO REGIONAL,3868,MOTOY,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,OTROS MOTOY S/N S/N MOTOY S/N ACORIA HUANCAVELICA HUANCAVELICA ,13,1,7,I-2,#944687516,8:00AM - 20:00PM,-74.83189128,-12.70629513
GOBIERNO REGIONAL,3896,CHUPACA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,AVENIDA AV. 28 DE JULIO S/N S/N AV. 28 DE JULIO S/N ACORIA HUANCAVELICA HUANCAVELICA ,13,1,5,I-2,NULL,8:00AM - 18:00PM,-74.83091216,-12.52261097
GOBIERNO REGIONAL,3880,AMBATO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,CARRETERA CARRETERA PAUCARA KM. 18 CARRETERA PAUCARA KM. 18 YAULI HUANCAVELICA HUANCAVELICA ,13,1,2,I-2,067-631933,8:00 - 20:00,-74.82419632,-12.74897551
GOBIERNO REGIONAL,6821,CASTILLAPATA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,AVENIDA AV. INFANTERIA S/N S/N AV. INFANTERIA S/N YAULI HUANCAVELICA HUANCAVELICA ,13,1,2,I-2,#944687972,8:00 - 14:00,-74.82365366,-12.738623
GOBIERNO REGIONAL,4125,CEDROPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,SALCABAMBA,90714,AVENIDA AV. 28 DE JULIO S/N AL COSTADO DEL COLEGIO ANDRES A. CACERES S/N AV. 28 DE JULIO S/N AL COSTADO DEL COLEGIO ANDRES A. CACERES SALCABAMBA TAYACAJA HUANCAVELICA ,13,3,4,I-2,997513048,8:00 - 20:00,-74.82201208,-12.13408664
GOBIERNO REGIONAL,11197,JOSE CARLOS MARIATEGUI,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,OTROS C.P. JOSE CARLOS MARIATEGUI C.P. JOSE CARLOS MARIATEGUI ACORIA HUANCAVELICA HUANCAVELICA ,13,1,5,I-1,NULL,8:00 - 18:00,-74.81439978,-12.51460173
GOBIERNO REGIONAL,3872,CCARHUARANRA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,OTROS ALTO ANDINO S/N S/N ALTO ANDINO S/N ACORIA HUANCAVELICA HUANCAVELICA ,13,1,7,I-1,067-480216,7:30 - 17:30,-74.8142432,-12.5789763
GOBIERNO REGIONAL,3895,CCOSNIPUQUIO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,ACORIA,90103,AVENIDA AV. REAL S/N S/N AV. REAL S/N ACORIA HUANCAVELICA HUANCAVELICA ,13,1,5,I-1,790007,8:00AM - 8:00PM,-74.81358696,-12.5284703
GOBIERNO REGIONAL,7358,PICHCCAHUASI,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUAYTARA,PILPICHACA,90607,OTROS BARRIO PICHACCAHUASI ANEXO LLILLINTA BARRIO PICHACCAHUASI ANEXO LLILLINTA PILPICHACA HUAYTARA HUANCAVELICA ,13,7,4,I-1,067 - 840143,8:00 - 18:00,-74.81299219,-13.30582031
GOBIERNO REGIONAL,4087,AYACCOCHA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,SALCABAMBA,90714,PLAZA PLAZA PRINCIPAL S/N - AYACCOCHA S/N PLAZA PRINCIPAL S/N - AYACCOCHA SALCABAMBA TAYACAJA HUANCAVELICA ,13,3,8,I-2,993463954,8:00 - 20:00,-74.80878689,-12.27037891
GOBIERNO REGIONAL,7394,SAN JUAN DE PALTARUMI,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,90706,OTROS ROSAPAMPA S/N - PALTARUMI S/N ROSAPAMPA S/N - PALTARUMI DANIEL HERNANDEZ TAYACAJA HUANCAVELICA ,13,3,8,I-1,998556747,8:00 - 20:00,-74.8087207,-12.30846094
GOBIERNO REGIONAL,3882,PUCAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,JIRON JR. ANCASH S/N PUCAPAMPA S/N JR. ANCASH S/N PUCAPAMPA YAULI HUANCAVELICA HUANCAVELICA ,13,1,2,I-1,964477753,8:00 - 20:00,-74.80505734,-12.7593487
GOBIERNO REGIONAL,4088,PATAY,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,SALCABAMBA,90714,CARRETERA PATAY S/N - AL PIE DE LA CARRETERA CENTRAL S/N PATAY S/N - AL PIE DE LA CARRETERA CENTRAL SALCABAMBA TAYACAJA HUANCAVELICA ,13,3,8,I-1,993464125,8:00 - 20:00,-74.80316987,-12.24423314
GOBIERNO REGIONAL,7133,VILLAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,AVENIDA AV. HIPODROMO S/N - VILLAPAMPA S/N AV. HIPODROMO S/N - VILLAPAMPA YAULI HUANCAVELICA HUANCAVELICA ,13,1,11,I-1,#951849047,8:00 - 14:00,-74.79824142,-12.84459854
GOBIERNO REGIONAL,4096,TOCCLLACURI,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,COLCABAMBA,90705,PLAZA PLAZA PRINCIPAL S/N - TOCLLACURI S/N PLAZA PRINCIPAL S/N - TOCLLACURI COLCABAMBA TAYACAJA HUANCAVELICA ,13,3,8,I-1,993462668,8:00 - 20:00,-74.79546134,-12.34669495
GOBIERNO REGIONAL,3945,CCARHUAPATA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,ANGARAES,LIRCAY,90301,CARRETERA KILOMETRO 10.9 CARRETERA LIRCAY �CARHUAPATA (ANEXO COLISCANCHA) KILOMETRO 10.9 CARRETERA LIRCAY �CARHUAPATA (ANEXO COLISCANCHA) LIRCAY ANGARAES HUANCAVELICA ,13,4,1,I-2,980088604,8:00 - 20:00 - EMERG,-74.79335,-13.022575
GOBIERNO REGIONAL,7336,CONDORHUACHANA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,HUANCAVELICA,YAULI,90117,OTROS JILLURUMI BARRIO CENTRO JILLURUMI BARRIO CENTRO YAULI HUANCAVELICA HUANCAVELICA ,13,1,2,I-1,#951861254,8:00 - 14:00,-74.79009462,-12.81401485
GOBIERNO REGIONAL,7450,RUNDOVILCA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,HUANCAVELICA,TAYACAJA,COLCABAMBA,90705,PLAZA PLAZA PRINCIPAL S/N - RONDUVILCA S/N PLAZA PRINCIPAL S/N - RONDUVILCA COLCABAMBA TAYACAJA HUANCAVELICA ,13,3,8,I-1,956322521,8:00 - 20:00,-74.78192505,-12.32449275
